Airline,Flight_Distance,Origin_Airport,Destination_Airport,Scheduled_Departure_Time,Day_of_Week,Month,Airplane_Type,Weather_Score,Previous_Flight_Delay_Minutes,Airline_Rating,Passenger_Load,Flight_Cancelled
1,501,0,1,14,1,5,2,0.53015,1.0,4.677008,0.347867,0
4,465,0,0,3,7,3,0,0.901266,2.0,4.147112,0.870133,1
3,457,2,0,22,5,5,0,0.636145,2.666667,3.637707,0.900715,0
2,491,0,0,3,2,1,3,0.536688,0.0,0.750602,0.32599,1
3,566,2,0,7,6,1,1,0.749149,4.0,1.744999,0.092028,0
0,377,0,0,6,6,12,0,0.335097,22.22222,1.413217,0.236428,1
0,493,0,0,16,4,4,0,0.978377,45.33333,0.192152,0.533692,1
0,538,0,0,14,2,9,0,0.631415,5.333333,0.265676,0.324541,1
1,574,4,2,4,2,9,0,0.603499,2.0,4.67127,0.453472,0
0,601,0,0,12,7,1,0,0.189944,34.66667,1.956728,0.853541,0
0,481,1,0,3,3,3,1,0.309509,0.0,1.375435,0.420638,0
1,359,3,0,21,1,12,4,0.426735,39.0,1.636802,0.196997,1
2,540,0,3,16,3,4,0,0.41391,4.0,2.122147,0.357968,0
0,488,3,0,21,1,2,1,0.778284,7.0,0.375356,0.742981,1
0,620,0,0,16,5,7,1,0.282322,3.0,3.895885,0.424062,0
1,520,0,2,13,7,3,3,0.182109,8.0,1.08417,0.249538,1
0,621,0,0,13,3,1,0,0.682617,42.66667,2.0128,0.480838,1
0,447,0,0,16,4,1,1,0.615015,4.0,4.229362,0.454807,0
0,515,0,0,1,3,6,0,0.102469,9.777778,2.124637,1.120146,0
3,541,3,2,12,7,4,2,0.917649,76.0,0.859176,0.767626,1
1,328,2,3,21,4,1,0,0.079637,4.0,2.879695,0.692455,1
0,611,0,0,15,7,7,0,0.997867,5.333333,1.691998,0.961725,1
4,481,4,2,15,2,2,0,0.399215,16.0,3.307803,0.666419,0
4,549,2,1,5,6,12,1,0.653056,1.0,0.586449,0.79098,1
1,467,2,2,21,5,5,3,0.185615,48.0,1.721912,0.412526,1
4,615,1,0,23,7,8,0,0.823917,17.0,1.625188,0.500372,1
2,522,0,0,3,5,7,3,0.180193,36.0,3.062634,0.046996,0
1,514,4,0,2,7,11,2,0.386509,5.0,4.026186,0.280646,0
4,689,2,1,5,2,12,0,0.238026,30.0,3.052952,0.368012,0
1,250,2,0,3,7,8,1,0.837506,18.0,3.774137,0.62547,1
3,459,4,3,17,7,10,3,0.858336,42.0,0.494838,0.464211,1
0,484,0,1,5,3,11,4,0.372029,6.666667,4.390693,0.607838,0
0,417,0,0,4,6,6,0,0.407378,72.0,1.341543,0.802493,1
0,533,2,3,8,2,7,4,0.773565,97.0,0.187493,0.042719,1
4,366,1,2,10,4,9,1,0.878512,60.0,3.216065,0.258278,1
0,370,3,3,5,6,6,2,0.62402,25.0,2.586736,0.170904,1
0,543,0,0,15,1,9,0,1.027404,14.22222,0.550924,0.210887,1
3,408,3,2,18,3,12,2,0.383044,1.0,3.822127,0.503125,1
4,551,3,2,10,6,2,3,0.151886,58.66667,4.867841,0.739979,1
1,440,3,2,20,1,2,1,0.179643,90.0,1.613417,0.272777,1
4,416,0,2,14,2,2,4,0.669832,0.0,2.469578,0.824449,1
2,401,0,2,23,7,6,3,0.407526,13.0,0.640875,0.892457,1
0,404,4,3,8,5,2,0,0.156315,63.0,4.648999,0.350534,1
2,457,1,0,23,6,3,3,0.292227,2.0,1.59398,0.681357,0
1,420,1,0,18,6,8,2,0.530605,6.0,0.973923,0.117049,1
3,487,4,0,18,1,8,1,0.121445,76.66667,2.392143,0.744028,1
4,313,4,0,23,1,11,1,0.003442,56.0,0.216412,0.165024,1
0,415,3,0,8,5,12,3,0.917298,72.0,1.264184,0.687416,1
0,624,0,0,22,1,4,0,0.404861,3.555556,0.369144,0.474638,1
0,374,0,0,3,1,9,0,0.321498,6.222222,0.318428,1.044513,1
4,433,1,2,9,6,8,3,0.698481,27.0,0.560788,0.464461,1
0,623,4,3,8,5,1,3,0.853403,20.0,4.3621,0.030903,1
0,495,0,0,18,5,8,0,0.732279,5.925926,2.326087,0.540753,0
4,327,2,3,14,7,1,2,0.254483,42.66667,2.372611,0.795499,1
3,559,2,0,18,6,4,0,0.861637,46.0,3.152085,0.647084,1
1,618,2,2,1,7,10,1,0.510427,6.666667,3.679509,0.966315,0
1,497,3,1,9,2,6,3,0.381191,5.0,1.956567,0.843272,0
3,444,2,0,18,2,7,1,0.604726,4.0,1.851052,0.526552,0
2,325,3,0,16,6,10,1,0.700612,19.0,3.377845,0.206521,1
0,451,3,3,19,1,4,4,0.59383,4.0,1.883573,0.003775,0
0,375,0,0,23,3,8,0,1.020245,16.88889,1.452524,1.103065,1
0,499,0,0,20,2,8,0,0.728018,16.0,1.287982,1.05561,0
3,582,2,1,1,2,9,2,0.878581,64.0,2.622303,0.274144,1
2,401,2,0,18,6,6,1,0.586958,6.666667,4.146794,0.638216,1
1,568,2,1,16,7,4,0,0.32968,16.0,3.720286,0.72924,0
0,324,0,0,17,6,2,0,0.632297,23.7037,2.401707,0.650265,1
4,475,0,0,16,3,7,2,0.086337,18.0,3.954883,0.842962,0
2,299,0,1,1,3,10,1,0.230175,92.0,0.728963,0.077825,1
2,518,3,2,18,5,3,0,0.766232,18.0,3.692417,0.896494,0
3,612,3,0,0,6,11,3,0.661476,69.0,3.328238,0.392019,1
0,456,1,1,10,2,12,2,0.166519,8.0,3.23022,0.48069,0
2,516,4,0,9,7,3,0,0.438015,24.0,2.603723,0.444734,0
2,449,0,1,4,7,3,1,0.141992,23.0,0.31232,0.531286,1
1,535,3,1,15,4,4,4,0.855818,90.66667,4.757424,0.598168,1
4,581,0,3,23,4,2,4,0.10917,4.0,4.459623,0.710343,0
0,498,1,0,4,1,5,2,0.654235,2.666667,2.43404,0.52494,1
1,446,1,2,23,2,3,0,0.607,28.0,0.792905,0.684773,1
3,528,4,2,22,4,10,3,0.472777,7.0,4.322363,0.338297,0
3,681,4,3,11,7,5,0,0.278235,20.0,2.353358,0.936681,0
2,531,1,2,3,2,12,4,0.403956,107.0,2.15057,0.064531,1
2,372,3,1,22,6,7,2,0.806391,58.0,3.326911,0.545541,1
3,689,0,3,5,2,9,1,0.761551,7.0,3.793377,0.087396,0
2,418,2,0,18,4,2,0,0.738809,5.0,0.314204,0.442767,1
0,421,0,0,8,7,9,0,0.849824,21.33333,1.918891,0.28978,1
2,600,2,0,11,2,10,3,0.143886,17.33333,3.869703,0.936903,0
4,457,3,0,14,3,6,2,0.099096,32.0,2.946048,0.013075,0
2,549,4,1,15,1,12,1,0.861499,40.0,1.692095,0.391204,1
1,542,2,0,12,5,6,0,0.837175,27.0,0.824011,0.782043,1
0,544,3,3,20,7,11,3,0.681318,3.0,0.513265,0.188461,1
1,644,0,3,23,4,3,1,0.605906,46.0,0.005918,0.815588,1
1,473,3,0,6,6,10,4,0.366872,2.0,1.032301,0.859725,1
4,503,4,0,22,5,9,4,0.224083,0.0,2.256685,0.708003,0
0,408,1,0,19,1,4,3,0.667656,44.0,1.218222,0.209069,1
0,574,0,0,3,7,5,4,0.913035,23.0,1.544895,0.272039,1
0,520,2,2,10,7,3,2,0.436997,35.0,2.152262,0.166935,0
0,625,4,2,7,3,5,3,0.303212,14.0,1.741312,0.184064,0
0,536,1,0,5,3,8,4,0.270742,0.0,3.823105,0.036492,0
4,673,3,0,9,3,8,0,0.023705,8.0,2.658634,0.857315,0
2,487,1,0,6,3,8,4,0.520317,28.0,0.096636,0.528502,1
0,523,0,0,6,4,6,0,1.088236,6.222222,0.566671,0.368729,1
0,506,0,0,3,7,1,0,0.915238,30.22222,1.774146,0.325774,1
2,430,1,0,2,4,11,1,0.897475,47.0,1.504653,0.544696,1
2,304,3,0,23,2,10,4,0.621164,18.0,4.600709,0.326685,1
1,522,1,0,6,6,12,1,0.481446,41.33333,3.76332,0.863718,1
4,339,4,3,3,2,6,4,0.990457,57.0,1.449635,0.210957,1
3,546,4,3,12,6,12,2,0.447162,42.0,2.782049,0.882302,1
3,615,2,2,19,1,11,1,0.916831,21.33333,3.336195,0.664092,1
2,494,2,0,16,2,10,0,0.761845,10.0,0.966829,0.956629,1
1,538,0,0,6,1,7,4,0.330978,19.0,1.430937,0.015107,0
3,541,4,0,16,1,9,1,0.503062,37.0,2.735619,0.059096,0
2,595,2,0,3,1,12,2,0.384329,7.0,4.824474,0.500895,0
4,490,1,2,10,3,8,2,0.136223,40.0,1.720052,0.912379,1
0,379,0,0,2,5,11,0,0.456767,20.44444,1.005326,0.822144,1
2,324,1,1,10,5,12,2,0.888973,3.0,0.953101,0.622136,1
2,465,3,1,2,4,8,2,0.752636,24.0,2.966043,0.031602,0
0,337,2,0,11,1,7,1,0.277581,2.0,3.700754,0.354164,1
4,503,0,0,0,3,2,4,0.367913,0.0,2.403211,0.345853,0
0,525,1,3,3,2,1,3,0.616434,44.0,3.751247,0.542086,1
1,447,1,0,13,2,2,2,0.41614,20.0,1.513024,0.257828,0
0,573,1,0,0,4,6,2,0.503044,23.0,3.734922,0.267156,0
0,516,3,0,13,4,2,3,0.698168,9.0,1.291723,0.620861,0
3,433,2,2,12,1,10,2,0.467251,15.33333,3.903248,0.944568,1
0,454,0,0,12,1,4,0,0.29097,4.444444,2.076604,0.742701,0
4,634,1,0,23,2,10,1,0.520574,27.33333,4.188618,0.66813,0
0,329,0,0,14,2,3,0,0.456118,46.22222,0.538682,1.109492,1
4,475,0,3,16,2,6,2,0.290734,58.0,3.471247,0.153478,1
0,519,2,2,11,2,12,2,0.328109,3.0,2.892702,0.033835,0
1,439,2,0,21,5,12,4,0.439002,16.0,4.930185,0.745514,0
0,427,4,2,22,1,8,2,0.886613,49.0,1.807884,0.438787,1
3,610,0,2,13,1,11,1,0.734057,4.0,3.856257,0.428823,0
2,704,4,3,11,2,6,0,0.667882,3.0,1.850391,0.225303,0
0,466,0,0,17,3,2,0,0.57126,44.44444,0.992144,0.570221,1
0,502,4,0,3,2,5,0,0.00183,47.0,0.754961,0.442172,1
4,558,1,2,13,6,11,0,0.340551,17.0,1.398306,0.34545,0
1,398,4,3,18,7,6,2,0.813192,3.0,0.822421,0.442745,1
1,507,2,3,12,7,9,2,0.388171,21.0,0.996003,0.383835,1
0,653,3,3,22,4,6,4,0.563819,15.0,0.045083,0.939896,1
1,738,1,0,17,6,10,2,0.20474,14.0,4.168904,0.980252,0
4,375,4,0,10,3,5,0,0.915858,11.33333,2.339656,0.839901,1
1,410,3,0,5,4,1,3,0.92317,16.66667,4.020838,0.990414,1
4,456,3,1,8,7,10,3,0.14607,38.0,3.062752,0.265719,0
0,462,1,0,11,3,5,1,0.724159,29.33333,4.156688,0.842925,0
2,608,4,2,18,4,5,1,0.075239,31.0,2.718825,0.406629,0
1,503,3,3,13,2,6,2,0.598548,6.0,0.470205,0.746136,1
2,600,3,1,14,2,7,3,0.178654,15.0,3.283818,0.201393,0
0,524,0,0,10,3,4,0,0.245705,1.777778,1.894412,0.913451,0
1,488,3,0,5,4,7,0,0.00412,18.0,3.132521,0.083464,0
0,544,0,0,13,5,5,0,1.040857,93.33333,2.003341,0.304377,1
0,272,0,0,2,3,6,0,0.929252,26.66667,1.828748,0.924697,1
1,467,4,0,18,3,4,2,0.077476,5.0,2.163162,0.747159,0
2,470,4,0,19,6,12,4,0.599376,9.0,4.095518,0.501247,0
1,360,2,1,10,1,8,0,0.232898,1.333333,3.458933,0.672793,1
0,634,0,0,23,3,9,0,0.364016,5.333333,0.500917,0.208771,1
2,475,3,0,16,5,2,2,0.87417,13.33333,2.699365,0.667764,1
3,536,1,1,16,2,12,2,0.114326,12.0,3.842779,0.007976,0
3,586,0,3,22,4,11,4,0.60149,4.0,2.766441,0.833216,0
4,416,2,2,2,1,4,4,0.401256,2.666667,4.745143,0.516288,1
1,528,4,1,13,4,11,1,0.190801,32.0,0.707456,0.943878,1
2,336,4,0,6,2,8,3,0.451918,24.0,3.611608,0.478164,1
4,554,1,0,18,3,8,0,0.940489,55.0,4.122254,0.433087,1
2,444,1,3,2,6,9,0,0.78161,6.0,3.513266,0.450053,1
0,472,0,0,1,5,3,0,0.232111,49.77778,0.963963,0.404695,1
3,612,0,2,16,1,1,4,0.84943,25.0,1.927402,0.166675,1
0,681,4,2,8,5,9,1,0.937441,6.0,2.932838,0.842063,1
3,427,2,0,21,7,1,3,0.276964,9.0,1.98549,0.389085,1
0,414,0,0,5,5,3,0,0.43342,12.44444,2.207957,0.595247,1
0,568,3,3,23,5,3,3,0.12631,18.0,0.749653,0.019887,1
4,564,2,3,20,5,9,0,0.34494,2.0,3.395787,0.060254,0
0,381,0,0,8,2,1,0,0.773141,48.88889,0.335287,0.671831,1
0,497,2,0,4,5,7,4,0.272155,2.0,2.700799,0.879228,0
4,497,4,2,1,6,2,1,0.006825,19.0,3.577906,0.493396,0
1,495,1,0,21,5,7,1,0.338545,14.0,0.827555,0.164975,1
3,566,2,1,14,2,1,0,0.453174,21.0,3.720166,0.116127,0
1,651,4,0,8,4,10,4,0.566356,65.0,0.6999,0.899788,1
2,476,2,0,18,2,10,4,0.683825,90.0,3.102769,0.701638,1
1,679,2,3,9,7,8,2,0.061784,0.0,2.727765,0.966196,0
1,487,4,1,3,7,10,2,0.469752,14.0,1.490375,0.082349,0
0,663,0,0,9,6,10,0,0.366362,45.33333,0.478872,1.015439,1
4,542,0,1,7,6,2,0,0.94797,7.333333,3.679271,0.845632,1
0,608,0,0,21,3,3,0,0.459899,27.55556,1.154513,1.004833,0
2,418,2,3,6,4,3,4,0.041491,20.66667,3.863947,0.741903,1
2,536,2,1,6,3,1,1,0.265406,3.0,1.364473,0.548938,0
3,408,4,2,3,3,9,4,0.178879,36.66667,3.68226,0.573179,1
0,489,0,0,14,1,8,0,0.7498,90.66667,1.412247,0.527852,1
0,385,2,0,11,5,4,0,0.846967,37.0,0.972645,0.742677,1
4,479,3,0,15,3,8,0,0.312559,16.0,0.382029,0.999839,1
0,506,0,0,5,3,5,0,0.677791,78.22222,1.483123,0.799356,1
3,414,2,0,8,6,3,1,0.730305,103.0,0.126059,0.67805,1
0,499,0,0,2,4,1,0,0.498488,72.88889,0.363661,0.736242,1
0,580,0,0,7,3,10,0,0.166326,13.33333,1.955548,0.782113,0
0,402,0,0,6,7,5,0,0.329185,40.88889,1.347185,0.384877,1
1,588,2,0,3,4,11,4,0.883066,31.0,1.631476,0.32022,1
0,592,1,0,12,5,6,3,0.82448,3.333333,2.69614,0.784338,1
0,404,0,0,18,7,4,0,0.186533,20.44444,1.479123,0.059724,1
4,238,2,3,6,6,7,0,0.223949,27.33333,2.826429,0.759248,1
0,609,4,2,9,7,3,3,0.769165,44.66667,3.21277,0.813842,1
0,475,4,2,11,1,7,1,0.485898,39.33333,4.701441,0.521598,1
0,500,0,0,2,1,1,0,0.859967,4.444444,0.971944,1.023917,1
4,702,1,3,23,5,7,1,0.211092,20.0,1.705757,0.473087,0
0,542,0,0,11,5,1,0,1.052698,16.88889,0.096087,0.200348,1
3,546,0,0,18,7,11,4,0.783607,68.0,0.735365,0.361399,1
1,499,3,1,14,6,1,1,0.197452,0.0,0.731249,0.905868,1
4,480,4,3,7,6,2,4,0.558449,40.0,1.677221,0.993738,1
0,493,4,2,11,2,2,1,0.113097,28.0,3.049954,0.421854,0
0,485,2,0,19,3,4,4,0.361435,76.0,0.231669,0.166847,1
4,331,2,0,5,3,1,1,0.659621,18.0,3.638325,0.286329,1
0,400,1,0,9,3,4,4,0.330128,32.0,1.987165,0.553296,1
0,494,1,1,1,4,2,2,0.656758,72.0,4.817523,0.572096,1
0,703,0,0,23,2,4,0,0.344779,35.55556,1.620962,0.708817,0
3,361,2,0,12,7,4,1,0.721207,1.333333,3.856812,0.835353,1
3,448,0,1,6,3,9,2,0.35959,3.333333,4.305906,0.711214,0
2,447,3,3,7,4,9,0,0.790481,51.0,4.444232,0.26084,1
1,569,2,1,22,4,1,1,0.13669,12.0,2.792309,0.395044,0
4,509,2,1,15,1,5,2,0.361978,36.0,2.183713,0.839817,0
4,435,1,1,10,4,7,2,0.463932,24.0,2.802575,0.633383,0
2,400,4,1,16,6,12,3,0.433095,19.0,1.203575,0.325539,1
0,449,0,0,15,4,5,0,0.544803,35.55556,0.8098,0.889977,1
2,388,4,0,18,5,2,0,0.988804,1.0,1.163849,0.172094,1
4,599,2,0,22,5,3,4,0.193157,18.0,1.547188,0.691051,0
1,495,4,3,10,1,7,4,0.768664,6.0,0.468039,0.563537,1
0,428,3,2,6,7,10,4,0.551789,55.0,2.132314,0.147475,1
3,544,1,0,12,1,7,2,0.413628,54.0,1.37642,0.688879,1
3,657,3,0,18,4,4,4,0.633529,8.0,2.241833,0.142349,0
0,274,0,0,16,1,12,0,0.953531,9.777778,1.980496,0.44824,1
3,561,1,3,21,1,1,1,0.466638,36.0,2.441562,0.30856,0
0,673,0,0,12,7,1,0,0.964801,23.7037,2.38653,0.776261,1
4,655,0,0,11,6,4,0,0.093798,32.0,0.939184,0.782362,1
4,509,2,2,0,4,6,1,0.33318,60.0,1.441291,0.811997,1
1,520,4,3,0,7,7,1,0.386715,16.0,4.869667,0.007214,0
0,474,0,0,19,4,9,0,0.67102,9.777778,0.56787,0.596316,1
1,592,2,2,22,4,9,4,0.479917,18.0,3.934809,0.516789,0
0,339,1,3,13,1,10,2,0.381779,51.0,0.31059,0.623821,1
1,557,2,3,14,6,12,4,0.308323,19.0,3.349067,0.239701,0
0,492,4,0,10,1,12,4,0.618315,40.0,1.093371,0.009857,1
0,601,3,0,23,5,5,4,0.50558,0.0,3.550863,0.454763,0
0,610,0,0,8,2,10,0,0.423309,69.33333,1.789573,0.080332,1
2,511,0,3,16,2,11,2,0.204961,29.33333,4.818479,0.892194,0
4,437,2,2,3,7,3,3,0.774468,15.0,3.133382,0.173666,0
4,603,0,0,19,2,3,3,0.799715,14.0,2.041244,0.425233,1
0,372,0,0,18,7,6,0,0.313788,2.666667,0.48392,0.48825,1
0,394,1,0,6,3,1,3,0.261649,33.33333,3.287255,0.552865,1
2,492,2,1,0,1,7,1,0.239143,43.0,0.581833,0.782532,1
0,448,0,0,8,5,3,0,0.98457,25.77778,2.071292,0.531167,1
1,478,3,0,12,5,5,3,0.77413,3.0,1.236673,0.025753,0
0,469,0,3,23,2,7,3,0.074574,6.0,2.620794,0.77111,0
0,497,0,0,1,6,7,0,0.932666,16.0,1.489868,0.092445,1
2,648,1,3,1,3,9,1,0.036852,9.0,2.01245,0.641553,0
1,384,0,0,23,7,1,0,0.2532,11.33333,3.319369,0.80343,1
2,453,4,0,14,3,3,0,0.918991,7.0,1.251085,0.28269,1
0,582,0,0,16,2,9,0,0.964331,10.66667,0.086561,0.505245,1
1,503,3,0,12,7,8,2,0.781435,31.0,4.796339,0.014336,1
0,402,1,0,6,7,2,1,0.457547,66.0,1.600229,0.803875,1
2,491,0,0,8,2,8,3,0.321414,9.333333,3.567311,0.703261,0
0,349,0,0,11,1,8,0,0.981546,31.11111,1.268834,0.260311,1
4,603,2,0,2,6,2,2,0.657074,4.0,3.344993,0.390226,0
4,511,3,0,22,3,8,1,0.295509,23.0,0.754683,0.695317,1
0,720,3,1,21,5,3,3,0.463196,76.0,2.794239,0.358163,1
0,387,2,0,14,2,7,3,0.8815,0.0,1.961098,0.162415,1
3,433,3,2,6,1,9,4,0.903455,9.0,2.259248,0.518506,1
4,517,1,0,22,5,4,0,0.659302,2.666667,4.831042,0.723568,0
1,631,4,0,0,3,11,3,0.732556,22.0,0.681445,0.32081,1
2,451,4,3,13,2,6,1,0.039298,34.0,3.773501,0.121772,0
0,429,1,0,18,7,9,2,0.604601,1.0,1.651714,0.829544,1
2,507,4,0,15,6,11,4,0.688993,2.0,1.45179,0.252802,0
2,432,0,2,9,2,11,1,0.020377,61.0,1.353887,0.512815,1
3,547,1,1,0,6,5,4,0.843859,18.0,1.743908,0.691343,1
4,507,3,1,4,1,12,0,0.928285,18.0,1.785585,0.317075,1
0,569,1,0,2,1,1,3,0.237936,86.0,1.553735,0.648637,1
0,589,0,0,16,3,3,0,0.945796,9.777778,1.668733,0.517173,1
0,536,0,0,17,6,11,0,0.765513,60.44444,0.119305,0.641741,1
1,615,2,3,20,2,9,0,0.580696,109.0,1.661469,0.590576,1
3,466,3,0,18,1,3,0,0.843126,8.0,1.401028,0.824151,1
0,355,0,0,21,2,11,0,0.385611,18.66667,1.878545,0.738367,1
0,392,1,3,21,3,11,0,0.790856,22.0,0.732493,0.264307,1
0,491,0,1,17,6,10,1,0.314521,60.0,4.703436,0.059604,1
4,541,3,0,15,2,2,4,0.787457,10.0,0.852593,0.001986,1
2,558,3,2,1,5,4,0,0.451054,47.0,2.050137,0.904417,1
2,435,2,0,14,2,5,2,0.116945,106.0,0.998501,0.94211,1
0,586,0,0,12,4,7,0,0.48152,48.88889,0.916745,0.105875,1
3,268,2,3,12,4,7,2,0.233493,71.0,3.805124,0.487054,1
2,445,2,0,15,7,9,2,0.100532,36.0,2.382024,0.151595,0
4,549,4,1,7,3,8,4,0.110287,70.0,1.012879,0.948749,1
1,591,0,0,10,3,2,3,0.780071,5.0,0.233174,0.246833,1
1,575,2,0,7,3,12,4,0.881398,37.0,1.149581,0.501647,1
0,593,0,0,21,5,8,0,1.027129,34.66667,2.364007,0.186323,1
3,517,3,1,9,6,8,1,0.853946,17.0,4.226584,0.332761,1
4,487,4,0,22,5,5,4,0.830224,2.0,2.200869,0.266806,1
3,312,1,1,0,7,3,3,0.068836,29.0,2.409976,0.475426,1
4,475,0,0,11,2,9,4,0.790124,1.0,4.496831,0.419782,1
4,385,0,1,8,1,12,1,0.783283,14.0,2.956727,0.330798,1
0,561,0,0,4,6,7,0,0.23129,13.33333,2.401918,0.119112,0
0,484,0,0,15,4,8,0,0.552507,8.888889,0.500244,0.956484,1
4,380,4,2,17,7,10,3,0.900014,34.0,3.629635,0.730223,1
2,498,3,2,7,4,5,4,0.695408,0.666667,2.631967,0.720575,0
1,486,0,3,22,7,6,4,0.950988,22.0,3.342198,0.366092,1
2,324,0,1,10,2,9,4,0.104923,23.0,0.786155,0.708419,1
1,534,1,1,19,2,10,3,0.040607,29.0,3.438009,0.465531,0
2,471,4,0,18,3,8,3,0.973579,49.0,1.911286,0.150276,1
4,502,2,2,3,1,11,1,0.080192,43.0,1.859989,0.41905,1
4,458,2,3,19,3,3,2,0.386196,42.0,3.357378,0.132739,1
0,428,1,0,9,2,5,4,0.649971,16.0,2.961196,0.114483,1
2,575,1,1,23,5,4,1,0.880057,39.0,3.245537,0.023059,1
0,603,0,0,12,3,1,0,0.354577,17.77778,2.613333,0.318211,0
0,596,1,3,19,6,5,0,0.029058,2.0,3.705982,0.330875,0
2,363,1,0,13,2,10,4,0.521287,44.0,3.204495,0.699444,1
2,638,2,2,20,2,7,1,0.471112,44.0,3.267765,0.538005,1
0,556,3,3,1,5,1,0,0.306893,11.0,2.193571,0.85845,0
4,624,1,0,3,5,4,4,0.873899,73.0,4.195958,0.176471,1
2,623,1,0,6,5,6,3,0.749322,42.0,1.904693,0.265957,1
4,534,3,3,18,1,11,0,0.858116,10.0,3.501218,0.941076,1
0,420,4,3,16,6,12,3,0.161809,12.0,1.465718,0.444045,1
4,424,3,1,15,2,9,2,0.692412,110.0,0.738782,0.789051,1
1,431,2,2,12,5,11,2,0.975102,37.0,0.648817,0.492168,1
0,481,0,0,23,1,8,0,0.711914,12.44444,1.586397,0.529971,0
0,401,0,0,23,4,2,0,0.271364,26.66667,0.819887,0.166631,1
3,328,3,3,21,6,11,1,0.99578,25.0,1.375246,0.8512,1
4,331,2,1,22,7,3,2,0.528324,22.0,2.960297,0.078355,1
0,496,0,0,17,7,10,0,0.940059,27.55556,0.064174,0.349044,1
4,473,3,0,20,4,5,1,0.149361,23.0,1.231128,0.673468,0
1,550,1,0,11,4,11,4,0.666096,31.0,1.702736,0.507258,0
0,481,3,1,22,2,7,1,0.912618,47.33333,3.541868,0.881378,1
0,441,0,0,14,1,12,0,0.38866,32.88889,2.139972,0.730583,0
1,533,4,1,2,4,7,1,0.127422,78.0,1.872532,0.477465,1
0,555,0,0,5,6,5,0,0.395945,51.55556,0.941102,0.173601,1
0,505,0,0,13,3,10,0,0.454884,8.888889,0.282994,0.836158,1
1,601,4,1,22,4,6,0,0.709955,81.0,4.758587,0.411307,1
3,552,1,0,5,2,6,2,0.178621,1.333333,2.707461,0.531582,0
0,580,0,0,0,4,11,0,0.206105,10.66667,1.45631,1.088174,0
4,435,1,1,19,6,11,3,0.38694,30.0,4.617181,0.48623,0
4,478,1,0,5,6,12,2,0.458654,22.0,1.449591,0.823373,0
0,281,0,0,7,4,4,0,0.728385,20.44444,0.830265,0.865775,1
1,493,3,0,14,1,12,0,0.707531,31.33333,3.281738,0.662755,0
4,362,4,3,13,4,8,0,0.889278,4.0,3.92588,0.896812,1
0,734,0,0,15,5,9,0,0.388954,106.6667,1.948277,0.283052,1
0,530,2,0,19,5,2,4,0.528608,11.33333,3.943591,0.820771,1
0,460,3,0,22,3,9,2,0.366041,89.0,2.87554,0.377787,1
0,575,3,0,15,2,11,4,0.001422,9.333333,4.514117,0.812491,0
1,360,0,3,18,2,12,3,0.579432,27.0,2.750534,0.493789,1
3,450,0,0,23,7,4,4,0.815796,17.0,1.146703,0.857709,1
4,465,1,0,0,1,6,3,0.036439,22.0,2.708506,0.894844,0
2,564,0,3,3,2,7,4,0.003492,4.0,3.764723,0.597644,1
2,402,1,1,23,3,4,4,0.727818,15.0,3.267877,0.507627,1
0,430,0,0,9,5,8,0,0.78386,1.777778,0.607542,0.88119,1
0,511,1,1,19,1,10,1,0.405852,27.0,0.405391,0.266986,1
0,563,0,0,17,6,8,0,0.761605,87.11111,0.631202,0.017267,1
0,521,0,0,1,5,1,0,1.053386,0.888889,2.460105,0.457981,1
3,409,0,2,3,3,8,3,0.247863,32.0,0.922331,0.507774,1
0,510,0,0,14,1,10,0,0.345927,39.11111,1.360929,0.334421,1
0,431,0,0,3,4,12,0,0.286232,6.222222,1.595864,0.431282,0
0,405,0,0,15,2,3,0,0.823987,8.0,2.198683,0.149691,1
0,540,0,0,14,3,5,0,0.453189,5.333333,2.100647,0.311951,1
3,554,1,2,17,1,10,0,0.988693,10.0,4.544766,0.240095,1
1,498,4,1,6,5,8,1,0.714649,3.0,3.021918,0.300987,0
0,551,0,0,14,1,11,0,0.467377,11.55556,2.363297,0.336436,0
2,576,0,2,21,4,6,3,0.149186,13.0,1.519215,0.558968,0
0,255,0,0,10,3,4,0,0.692025,43.55556,1.076412,0.281922,1
3,541,1,3,18,1,4,2,0.294903,32.0,4.418862,0.940961,0
0,654,2,0,7,6,12,1,0.905509,47.0,1.627818,0.511275,1
1,471,4,3,23,3,4,4,0.441404,25.0,4.356111,0.128966,0
0,653,1,1,0,3,6,0,0.29265,11.0,2.015575,0.279606,0
0,531,0,0,2,5,7,0,0.688552,13.33333,0.908487,0.820977,1
2,507,0,1,4,7,5,1,0.136975,11.0,1.745165,0.013659,0
1,526,3,1,17,2,10,3,0.561549,17.33333,2.734715,0.937818,0
1,347,3,0,11,7,8,4,0.056111,83.0,0.645344,0.445177,1
4,667,2,0,11,6,7,2,0.606889,10.0,0.183013,0.521079,1
3,450,3,0,20,4,8,3,0.530164,12.0,4.487065,0.988412,0
3,380,0,3,18,1,4,0,0.520766,31.0,4.644691,0.503403,1
2,446,2,1,8,7,8,1,0.684164,55.0,0.380853,0.947744,1
2,502,1,2,10,2,6,0,0.044457,5.333333,2.948488,0.915231,0
0,612,0,0,16,5,3,0,0.559731,8.0,1.349205,1.05898,0
4,492,2,1,15,2,8,2,0.444039,64.0,1.862153,0.812373,1
0,467,0,0,3,3,7,0,0.559782,1.777778,1.422262,0.333448,0
